IM_aI,0,1,Stall/,Stall/,Stall/,Fault/,Fault/,Fault/,Fault/,Fault/,Fault/,Fault/,Ack_dec/,Data2Req/Ack_dec/I,Fault/
S,1,1,Hit/,GetM/SM_ad,PutS/SI_a,Fault/,Fault/,InvAck2Req/I,Fault/,Fault/,Fault/,Fault/,Fault/,Fault/,Fault/
SM_ad,0,1,Hit/,Stall/,Stall/,Stall/,Stall/,InvAck2Req/IM_ad,Fault/,Hit/M,AckNum_set/SM_a,Fault/,Ack_dec/,Fault/,Fault/
SM_a,0,1,Hit/,Stall/,Stall/,SaveReq/SM_aS,SaveReq/SM_aI,Fault/,Fault/,Fault/,Fault/,Fault/,Ack_dec/,Hit/Ack_dec/M,Fault/
SM_aS,0,1,Stall/,Stall/,Stall/,Fault/,Fault/,InvAck2Req/SM_aSI,Fault/,Fault/,Fault/,Fault/,Ack_dec/,Hit/Ack_dec/Data2Both/S,Fault/
SM_aSI,0,1,Stall/,Stall/,Stall/,Fault/,Fault/,Fault/,Fault/,Fault/,Fault/,Fault/,Ack_dec/,Data2Both/Ack_dec/I,Fault/
SM_aI,0,1,Stall/,Stall/,Stall/,Fault/,Fault/,Fault/,Fault/,Fault/,Fault/,Fault/,Ack_dec/,Data2Req/Ack_dec/I,Fault/
M,1,1,Hit/,Hit/,PutM_Data/MI_a,Data2Both/S,Data2Req/I,InvAck_Data/I,Fault/,Fault/,Fault/,Fault/,Fault/,Fault/,Fault/
E,1,1,Hit/,Hit/M,PutE/EI_a,Data2Both/S,Data2Req/I,InvAck_Data/I,Fault/,Fault/,Fault/,Fault/,Fault/,Fault/,Fault/
MI_a,0,1,Stall/,Stall/,Stall/,Data2Both/SI_a,Data2Req/II_a,,I,Fault/,Fault/,Fault/,Fault/,Fault/,Fault/
EI_a,0,1,Stall/,Stall/,Stall/,Data2Both/SI_a,Data2Req/II_a,,I,Fault/,Fault/,Fault/,Fault/,Fault/,Fault/
SI_a,0,1,Stall/,Stall/,Stall/,Fault/,Fault/,InvAck2Req/II_a,I,Fault/,Fault/,Fault/,Fault/,Fault/,Fault/
II_a,0,1,Stall/,Stall/,Stall/,Fault/,Fault/,Fault/,I,Fault/,Fault/,Fault/,Fault/,Fault/,Fault/
