a2time01   |   64  316  265         |   58  258  224         |   70  318  361        
aifirf01   |   88  254  179         |   88  265  245         |   70  341  295        
basefp01   |   79  289  220         |   65  278  225         |   73  299  311        
cacheb01   |   88  249  438         |  187  223  589         |  138  232  327        
iirflt01   |   65  261  283         |   65  267  288         |   84  302  304        
pntrch01   |   49  404  244         |   71  229  245         |   70  318  320        
rspeed01   |   49  240  248         |   52  238  270         |   74  372  391        
ttsprk01   |   88  245  253         |   88  352  419         |  149  320  326        
