a2time01       |  11682     55      1.9   178     1.9   163 |  236489     85      2.0   341     2.4   361
aifirf01       |  13109     55      2.0   315     2.1   369 |  237645     80      2.0   379     2.7   338
basefp01       |  15998    113      2.1   264     3.0   306 |  239111     94      2.1   362     3.0   375
cacheb01       |  31246    163     18.9   228     1.9   359 |  256724    163      5.2   388     2.5   382
iirflt01       |  16328     94      2.3   203     2.8   379 |  224150     90      2.2   383     2.8   355
pntrch01       |  15034     85      2.5   227     2.5   295 |  250529     75      2.2   472     2.8   453
rspeed01       |  12770     68      1.8   229     1.8   260 |  242070    104      2.1   399     2.4   391
ttsprk01       |  14091    112      4.5   386     1.8   233 |  261111    149      2.9   407     2.4   360
