ReqID,Core,WCLatency,Arrival_Time,Finish_Time
227306,2,342,2435917,2436259
227323,3,342,2436031,2436373
227340,1,342,2436145,2436487
227459,0,7,2436559,2436566
227468,0,13,2436566,2436579
227478,0,3,2436579,2436582
227357,2,342,2436259,2436601
227495,0,7,2436643,2436650
227374,3,342,2436373,2436715
227391,1,342,2436487,2436829
227408,2,342,2436601,2436943
227425,3,456,2436715,2437171
227450,1,456,2436829,2437285
227489,2,456,2436943,2437399
227519,3,342,2437171,2437513
227537,1,342,2437285,2437627
227554,2,342,2437399,2437741
227572,3,342,2437513,2437855
227589,1,342,2437627,2437969
227606,2,342,2437741,2438083
227623,3,342,2437855,2438197
227640,1,342,2437969,2438311
227657,2,342,2438083,2438425
227674,3,342,2438197,2438539
227691,1,342,2438311,2438653
227708,2,342,2438425,2438767
227725,3,342,2438539,2438881
227742,1,342,2438653,2438995
227759,2,342,2438767,2439109
227776,3,342,2438881,2439223
227793,1,342,2438995,2439337
227810,2,342,2439109,2439451
227827,3,342,2439223,2439565
227844,1,342,2439337,2439679
227861,2,342,2439451,2439793
227878,3,342,2439565,2439907
227895,1,342,2439679,2440021
227912,2,342,2439793,2440135
227929,3,342,2439907,2440249
227946,1,342,2440021,2440363
227969,2,342,2440135,2440477
227986,3,342,2440249,2440591
228003,1,342,2440363,2440705
228021,2,342,2440477,2440819
228038,3,342,2440591,2440933
228056,1,342,2440705,2441047
228074,2,342,2440819,2441161
228092,3,342,2440933,2441275
228109,1,342,2441047,2441389
228127,2,342,2441161,2441503
228145,3,342,2441275,2441617
228162,1,342,2441389,2441731
228179,2,342,2441503,2441845
228196,3,342,2441617,2441959
228213,1,342,2441731,2442073
228230,2,342,2441845,2442187
228247,3,342,2441959,2442301
228264,1,342,2442073,2442415
228281,2,342,2442187,2442529
228300,3,342,2442301,2442643
228325,1,342,2442415,2442757
228355,2,342,2442529,2442871
228374,3,342,2442643,2442985
228391,1,342,2442757,2443099
228408,2,342,2442871,2443213
228425,3,342,2442985,2443327
228442,1,342,2443099,2443441
228459,2,342,2443213,2443555
228476,3,342,2443327,2443669
228493,1,342,2443441,2443783
228510,2,342,2443555,2443897
228527,3,342,2443669,2444011
228544,1,342,2443783,2444125
228561,2,342,2443897,2444239
228578,3,342,2444011,2444353
228595,1,342,2444125,2444467
228612,2,342,2444239,2444581
228629,3,342,2444353,2444695
228646,1,342,2444467,2444809
228663,2,342,2444581,2444923
228680,3,342,2444695,2445037
228697,1,342,2444809,2445151
228714,2,342,2444923,2445265
228731,3,342,2445037,2445379
228748,1,342,2445151,2445493
228765,2,342,2445265,2445607
228782,3,342,2445379,2445721
228799,1,342,2445493,2445835
228826,2,342,2445607,2445949
228843,3,342,2445721,2446063
228860,1,342,2445835,2446177
228827,2,343,2445949,2446292
228879,3,342,2446063,2446405
228861,1,343,2446177,2446520
228835,2,342,2446292,2446634
228880,3,342,2446405,2446747
228865,1,342,2446520,2446862
228870,2,342,2446634,2446976
228884,3,342,2446747,2447089
228889,1,342,2446862,2447204
228874,2,342,2446976,2447318
228907,3,342,2447089,2447431
228893,1,342,2447204,2447546
228877,2,341,2447318,2447659
228911,3,342,2447431,2447773
228896,1,341,2447546,2447887
228898,2,343,2447659,2448002
228914,3,342,2447773,2448115
228916,1,343,2447887,2448230
228902,2,342,2448002,2448344
228928,3,342,2448115,2448457
228920,1,342,2448230,2448572
228925,2,342,2448344,2448686
228932,3,342,2448457,2448799
228937,1,342,2448572,2448914
228949,2,342,2448686,2449028
228943,3,342,2448799,2449141
228955,1,342,2448914,2449256
228959,2,341,2449028,2449369
228961,3,342,2449141,2449483
228965,1,341,2449256,2449597
228967,2,343,2449369,2449712
229063,0,429,2449395,2449824
228977,3,456,2449483,2449939
228979,1,457,2449597,2450054
228971,2,456,2449712,2450168
228991,3,456,2449939,2450395
228983,1,456,2450054,2450510
228988,2,456,2450168,2450624
228995,3,342,2450395,2450737
229018,1,341,2450510,2450851
229039,2,342,2450624,2450966
229033,3,342,2450737,2451079
229045,1,342,2450851,2451193
229049,2,341,2450966,2451307
229051,3,342,2451079,2451421
229055,1,342,2451193,2451535
229061,2,342,2451307,2451649
229084,3,342,2451421,2451763
229091,1,342,2451535,2451877
229069,2,342,2451649,2451991
229148,3,342,2451763,2452105
229095,1,342,2451877,2452219
229117,2,342,2451991,2452333
229152,3,342,2452105,2452447
229181,1,342,2452219,2452561
229276,2,342,2452333,2452675
229238,3,342,2452447,2452789
229303,1,342,2452561,2452903
229307,2,342,2452675,2453017
229309,3,342,2452789,2453131
229313,1,342,2452903,2453245
229315,2,342,2453017,2453359
229325,3,342,2453131,2453473
229327,1,342,2453245,2453587
229319,2,342,2453359,2453701
229339,3,342,2453473,2453815
229331,1,342,2453587,2453929
229336,2,342,2453701,2454043
229343,3,342,2453815,2454157
229348,1,342,2453929,2454271
229360,2,342,2454043,2454385
229354,3,342,2454157,2454499
229366,1,342,2454271,2454613
229370,2,342,2454385,2454727
229372,3,342,2454499,2454841
229376,1,342,2454613,2454955
229378,2,342,2454727,2455069
229388,3,342,2454841,2455183
229390,1,342,2454955,2455297
229382,2,342,2455069,2455411
229402,3,342,2455183,2455525
229394,1,342,2455297,2455639
229399,2,342,2455411,2455753
229406,3,342,2455525,2455867
229411,1,342,2455639,2455981
229453,2,342,2455753,2456095
229417,3,342,2455867,2456209
229460,1,342,2455981,2456323
229464,2,342,2456095,2456437
229466,3,342,2456209,2456551
229470,1,342,2456323,2456665
229472,2,342,2456437,2456779
229482,3,342,2456551,2456893
229484,1,342,2456665,2457007
229476,2,342,2456779,2457121
229496,3,342,2456893,2457235
229488,1,342,2457007,2457349
229493,2,342,2457121,2457463
229500,3,342,2457235,2457577
229505,1,342,2457349,2457691
229551,2,342,2457463,2457805
229511,3,342,2457577,2457919
229575,1,342,2457691,2458033
229594,2,342,2457805,2458147
229596,3,342,2457919,2458261
229600,1,342,2458033,2458375
229602,2,342,2458147,2458489
229612,3,342,2458261,2458603
229614,1,342,2458375,2458717
229606,2,342,2458489,2458831
229626,3,342,2458603,2458945
229618,1,342,2458717,2459059
229623,2,342,2458831,2459173
229630,3,342,2458945,2459287
229635,1,342,2459059,2459401
229647,2,342,2459173,2459515
229641,3,342,2459287,2459629
229653,1,342,2459401,2459743
229657,2,342,2459515,2459857
229659,3,342,2459629,2459971
229663,1,342,2459743,2460085
229665,2,342,2459857,2460199
229675,3,342,2459971,2460313
229677,1,342,2460085,2460427
229669,2,342,2460199,2460541
229689,3,342,2460313,2460655
229681,1,342,2460427,2460769
229686,2,342,2460541,2460883
229693,3,342,2460655,2460997
229698,1,342,2460769,2461111
229727,2,342,2460883,2461225
229704,3,342,2460997,2461339
229733,1,342,2461111,2461453
229737,2,342,2461225,2461567
229739,3,342,2461339,2461681
229743,1,342,2461453,2461795
229745,2,342,2461567,2461909
229755,3,342,2461681,2462023
229757,1,342,2461795,2462137
229749,2,342,2461909,2462251
229769,3,342,2462023,2462365
229761,1,342,2462137,2462479
229766,2,342,2462251,2462593
229773,3,342,2462365,2462707
229778,1,342,2462479,2462821
229790,2,342,2462593,2462935
229784,3,342,2462707,2463049
229796,1,342,2462821,2463163
229800,2,345,2462935,2463280
229802,3,342,2463049,2463391
229806,1,342,2463163,2463505
229897,0,372,2463247,2463619
229808,2,453,2463280,2463733
229818,3,456,2463391,2463847
229820,1,456,2463505,2463961
229903,0,456,2463619,2464075
229812,2,456,2463733,2464189
229837,3,456,2463847,2464303
229824,1,456,2463961,2464417
229944,0,456,2464075,2464531
229829,2,456,2464189,2464645
229841,3,456,2464303,2464759
229866,1,456,2464417,2464873
229968,0,456,2464531,2464987
229880,2,456,2464645,2465101
229874,3,456,2464759,2465215
229886,1,456,2464873,2465329
230026,0,456,2464987,2465443
229890,2,456,2465101,2465557
229892,3,456,2465215,2465671
229896,1,456,2465329,2465785
230053,0,456,2465443,2465899
229907,2,456,2465557,2466013
229932,3,456,2465671,2466127
229946,1,456,2465785,2466241
230073,0,456,2465899,2466355
229911,2,456,2466013,2466469
230004,3,456,2466127,2466583
229951,1,456,2466241,2466697
229987,2,456,2466469,2466925
230008,3,456,2466583,2467039
230023,1,456,2466697,2467153
230062,2,342,2466925,2467267
230044,3,342,2467039,2467381
230068,1,342,2467153,2467495
230086,2,342,2467267,2467609
230090,3,342,2467381,2467723
230094,1,342,2467495,2467837
230106,2,342,2467609,2467951
230119,3,342,2467723,2468065
230128,1,342,2467837,2468179
230110,2,342,2467951,2468293
230141,3,342,2468065,2468407
230132,1,342,2468179,2468521
230138,2,342,2468293,2468635
230145,3,344,2468407,2468751
230250,0,10,2468745,2468755
230150,1,342,2468521,2468863
230164,2,342,2468635,2468977
230297,0,7,2469051,2469058
230157,3,340,2468751,2469091
230170,1,342,2468863,2469205
230174,2,342,2468977,2469319
230299,0,374,2469058,2469432
230176,3,456,2469091,2469547
230180,1,456,2469205,2469661
230182,2,456,2469319,2469775
230192,3,456,2469547,2470003
230194,1,456,2469661,2470117
230186,2,456,2469775,2470231
230206,3,342,2470003,2470345
230198,1,342,2470117,2470459
230203,2,342,2470231,2470573
230210,3,342,2470345,2470687
230215,1,342,2470459,2470801
230231,2,342,2470573,2470915
230221,3,342,2470687,2471029
230278,1,342,2470801,2471143
230291,2,342,2470915,2471257
230314,3,342,2471029,2471371
230449,0,7,2471371,2471378
230469,0,8,2471425,2471433
230326,1,342,2471143,2471485
230328,2,342,2471257,2471599
230358,3,342,2471371,2471713
230371,1,342,2471485,2471827
230332,2,342,2471599,2471941
230384,3,343,2471713,2472056
230375,1,342,2471827,2472169
230380,2,342,2471941,2472283
230388,3,342,2472056,2472398
230393,1,342,2472169,2472511
230405,2,342,2472283,2472625
230399,3,342,2472398,2472740
230411,1,342,2472511,2472853
230415,2,342,2472625,2472967
230417,3,342,2472740,2473082
230421,1,342,2472853,2473195
230432,2,342,2472967,2473309
230458,3,341,2473082,2473423
230472,1,342,2473195,2473537
230436,2,342,2473309,2473651
230484,3,343,2473423,2473766
230476,1,342,2473537,2473879
230481,2,342,2473651,2473993
230488,3,342,2473766,2474108
230493,1,342,2473879,2474221
230624,0,7,2474281,2474288
230505,2,345,2473993,2474338
230499,3,342,2474108,2474450
230511,1,342,2474221,2474563
230515,2,339,2474338,2474677
230517,3,456,2474450,2474906
230521,1,456,2474563,2475019
230558,2,456,2474677,2475133
230540,3,341,2474906,2475247
230579,1,342,2475019,2475361
230703,2,342,2475133,2475475
230589,3,342,2475247,2475589
230774,1,342,2475361,2475703
230807,2,342,2475475,2475817
230841,3,342,2475589,2475931
230870,1,342,2475703,2476045
230905,2,342,2475817,2476159
230931,3,342,2475931,2476273
230964,1,342,2476045,2476387
230997,2,342,2476159,2476501
231021,3,342,2476273,2476615
231038,1,342,2476387,2476729
231055,2,342,2476501,2476843
231072,3,342,2476615,2476957
231089,1,342,2476729,2477071
231106,2,342,2476843,2477185
231123,3,342,2476957,2477299
231140,1,342,2477071,2477413
231157,2,342,2477185,2477527
231174,3,342,2477299,2477641
231191,1,342,2477413,2477755
231208,2,342,2477527,2477869
231225,3,342,2477641,2477983
231254,1,342,2477755,2478097
231288,2,342,2477869,2478211
231314,3,342,2477983,2478325
231337,1,342,2478097,2478439
231367,2,342,2478211,2478553
231386,3,342,2478325,2478667
231403,1,342,2478439,2478781
231420,2,342,2478553,2478895
231437,3,342,2478667,2479009
231454,1,342,2478781,2479123
231471,2,342,2478895,2479237
231488,3,342,2479009,2479351
231505,1,342,2479123,2479465
231522,2,342,2479237,2479579
231539,3,342,2479351,2479693
231556,1,342,2479465,2479807
231573,2,342,2479579,2479921
231590,3,342,2479693,2480035
231607,1,342,2479807,2480149
231624,2,342,2479921,2480263
231641,3,342,2480035,2480377
231658,1,342,2480149,2480491
231675,2,342,2480263,2480605
231692,3,342,2480377,2480719
231709,1,342,2480491,2480833
231726,2,342,2480605,2480947
231743,3,342,2480719,2481061
231760,1,342,2480833,2481175
231778,2,342,2480947,2481289
231795,3,342,2481061,2481403
231814,1,342,2481175,2481517
231841,2,342,2481289,2481631
231866,3,342,2481403,2481745
231884,1,342,2481517,2481859
231901,2,342,2481631,2481973
231918,3,342,2481745,2482087
231936,1,342,2481859,2482201
231953,2,342,2481973,2482315
231970,3,342,2482087,2482429
231987,1,342,2482201,2482543
232004,2,342,2482315,2482657
232021,3,342,2482429,2482771
232038,1,342,2482543,2482885
232055,2,342,2482657,2482999
232072,3,342,2482771,2483113
232089,1,342,2482885,2483227
232106,2,342,2482999,2483341
232123,3,342,2483113,2483455
232140,1,342,2483227,2483569
232157,2,342,2483341,2483683
232174,3,342,2483455,2483797
232191,1,342,2483569,2483911
232208,2,342,2483683,2484025
232225,3,342,2483797,2484139
232242,1,342,2483911,2484253
232259,2,342,2484025,2484367
232276,3,342,2484139,2484481
232311,1,342,2484253,2484595
232338,2,342,2484367,2484709
232355,3,342,2484481,2484823
232383,1,342,2484595,2484937
232404,2,342,2484709,2485051
232443,3,342,2484823,2485165
232471,1,342,2484937,2485279
232506,2,342,2485051,2485393
232543,3,342,2485165,2485507
232577,1,342,2485279,2485621
232605,2,342,2485393,2485735
232640,3,342,2485507,2485849
232673,1,342,2485621,2485963
232702,2,342,2485735,2486077
232736,3,342,2485849,2486191
232754,1,342,2485963,2486305
232771,2,342,2486077,2486419
232788,3,342,2486191,2486533
232805,1,342,2486305,2486647
232824,2,342,2486419,2486761
232842,3,342,2486533,2486875
232859,1,342,2486647,2486989
232878,2,342,2486761,2487103
232896,3,342,2486875,2487217
232914,1,342,2486989,2487331
232931,2,342,2487103,2487445
232948,3,342,2487217,2487559
232965,1,342,2487331,2487673
232995,2,342,2487445,2487787
233034,3,342,2487559,2487901
233059,1,342,2487673,2488015
233076,2,342,2487787,2488129
233093,3,342,2487901,2488243
233110,1,342,2488015,2488357
233127,2,342,2488129,2488471
233144,3,342,2488243,2488585
233161,1,342,2488357,2488699
233178,2,342,2488471,2488813
233195,3,342,2488585,2488927
233212,1,342,2488699,2489041
233229,2,342,2488813,2489155
233246,3,342,2488927,2489269
233263,1,342,2489041,2489383
233280,2,342,2489155,2489497
233297,3,342,2489269,2489611
233314,1,342,2489383,2489725
233331,2,342,2489497,2489839
233348,3,342,2489611,2489953
233365,1,342,2489725,2490067
233382,2,342,2489839,2490181
233399,3,342,2489953,2490295
233416,1,342,2490067,2490409
233433,2,342,2490181,2490523
233450,3,342,2490295,2490637
233467,1,342,2490409,2490751
233484,2,342,2490523,2490865
233501,3,342,2490637,2490979
233518,1,342,2490751,2491093
233535,2,342,2490865,2491207
233545,3,342,2490979,2491321
233571,1,342,2491093,2491435
233536,2,343,2491207,2491550
233607,3,342,2491321,2491663
233572,1,343,2491435,2491778
233540,2,342,2491550,2491892
233608,3,342,2491663,2492005
233578,1,342,2491778,2492120
233583,2,342,2491892,2492234
233612,3,342,2492005,2492347
233617,1,342,2492120,2492462
233587,2,342,2492234,2492576
233635,3,342,2492347,2492689
233621,1,342,2492462,2492804
233590,2,341,2492576,2492917
233639,3,342,2492689,2493031
233624,1,341,2492804,2493145
233626,2,343,2492917,2493260
233642,3,342,2493031,2493373
233644,1,343,2493145,2493488
233630,2,342,2493260,2493602
233656,3,342,2493373,2493715
233648,1,342,2493488,2493830
233653,2,342,2493602,2493944
233660,3,342,2493715,2494057
233665,1,342,2493830,2494172
233676,2,342,2493944,2494286
233670,3,342,2494057,2494399
233682,1,342,2494172,2494514
233686,2,341,2494286,2494627
233688,3,342,2494399,2494741
233692,1,341,2494514,2494855
233694,2,343,2494627,2494970
233704,3,342,2494741,2495083
233706,1,343,2494855,2495198
233698,2,342,2494970,2495312
233718,3,342,2495083,2495425
233710,1,342,2495198,2495540
233715,2,342,2495312,2495654
233722,3,342,2495425,2495767
233727,1,341,2495540,2495881
233745,2,342,2495654,2495996
233733,3,342,2495767,2496109
233762,1,342,2495881,2496223
233766,2,341,2495996,2496337
233768,3,342,2496109,2496451
233772,1,342,2496223,2496565
233774,2,342,2496337,2496679
233784,3,342,2496451,2496793
233786,1,342,2496565,2496907
233778,2,342,2496679,2497021
233798,3,342,2496793,2497135
233790,1,342,2496907,2497249
233795,2,342,2497021,2497363
233802,3,342,2497135,2497477
233807,1,342,2497249,2497591
233819,2,342,2497363,2497705
233813,3,342,2497477,2497819
233825,1,342,2497591,2497933
233829,2,342,2497705,2498047
233831,3,342,2497819,2498161
233835,1,342,2497933,2498275
233837,2,342,2498047,2498389
233847,3,342,2498161,2498503
233849,1,342,2498275,2498617
233841,2,342,2498389,2498731
233861,3,342,2498503,2498845
233853,1,342,2498617,2498959
233858,2,342,2498731,2499073
233865,3,342,2498845,2499187
233874,1,342,2498959,2499301
233922,2,342,2499073,2499415
233903,3,342,2499187,2499529
233951,1,342,2499301,2499643
233977,2,342,2499415,2499757
233997,3,342,2499529,2499871
234021,1,342,2499643,2499985
234042,2,342,2499757,2500099
234061,3,342,2499871,2500213
234081,1,456,2499985,2500441
234048,2,456,2500099,2500555
234117,3,456,2500213,2500669
234085,1,342,2500441,2500783
234104,2,342,2500555,2500897
234121,3,342,2500669,2501011
234126,1,342,2500783,2501125
234138,2,342,2500897,2501239
234132,3,342,2501011,2501353
234144,1,342,2501125,2501467
234148,2,342,2501239,2501581
234150,3,342,2501353,2501695
234154,1,342,2501467,2501809
234156,2,342,2501581,2501923
234166,3,342,2501695,2502037
234176,1,342,2501809,2502151
234160,2,342,2501923,2502265
234206,3,342,2502037,2502379
234180,1,456,2502151,2502607
234197,2,456,2502265,2502721
234210,3,456,2502379,2502835
234216,1,342,2502607,2502949
234228,2,342,2502721,2503063
234222,3,342,2502835,2503177
234234,1,342,2502949,2503291
234238,2,342,2503063,2503405
234240,3,342,2503177,2503519
234244,1,342,2503291,2503633
234246,2,342,2503405,2503747
234256,3,342,2503519,2503861
234261,1,342,2503633,2503975
234250,2,342,2503747,2504089
234306,3,342,2503861,2504203
234265,1,342,2503975,2504317
234285,2,342,2504089,2504431
234310,3,342,2504203,2504545
234330,1,342,2504317,2504659
234360,2,342,2504431,2504773
234353,3,342,2504545,2504887
234366,1,342,2504659,2505001
234370,2,342,2504773,2505115
234372,3,342,2504887,2505229
234376,1,342,2505001,2505343
234378,2,342,2505115,2505457
234388,3,342,2505229,2505571
234390,1,342,2505343,2505685
234382,2,342,2505457,2505799
234402,3,342,2505571,2505913
234394,1,342,2505685,2506027
234399,2,342,2505799,2506141
234406,3,342,2505913,2506255
234411,1,342,2506027,2506369
234423,2,342,2506141,2506483
234417,3,342,2506255,2506597
234429,1,342,2506369,2506711
234433,2,342,2506483,2506825
234435,3,342,2506597,2506939
234439,1,342,2506711,2507053
234441,2,342,2506825,2507167
234451,3,342,2506939,2507281
234453,1,342,2507053,2507395
234445,2,342,2507167,2507509
234482,3,342,2507281,2507623
234457,1,342,2507395,2507737
234466,2,342,2507509,2507851
234486,3,342,2507623,2507965
234491,1,342,2507737,2508079
234503,2,342,2507851,2508193
234497,3,342,2507965,2508307
234509,1,342,2508079,2508421
234513,2,342,2508193,2508535
234515,3,342,2508307,2508649
234519,1,342,2508421,2508763
234521,2,342,2508535,2508877
234531,3,342,2508649,2508991
234533,1,342,2508763,2509105
234525,2,342,2508877,2509219
234545,3,342,2508991,2509333
234537,1,342,2509105,2509447
234542,2,342,2509219,2509561
234549,3,342,2509333,2509675
234554,1,342,2509447,2509789
234566,2,342,2509561,2509903
234560,3,342,2509675,2510017
234572,1,343,2509789,2510132
234576,2,342,2509903,2510245
234578,3,342,2510017,2510359
234586,1,341,2510132,2510473
234609,2,342,2510245,2510587
234621,3,342,2510359,2510701
234627,1,342,2510473,2510815
234614,2,342,2510587,2510929
234658,3,342,2510701,2511043
234632,1,342,2510815,2511157
234646,2,342,2510929,2511271
234663,3,342,2511043,2511385
234681,1,342,2511157,2511499
234766,2,342,2511271,2511613
234722,3,342,2511385,2511727
234798,1,345,2511499,2511844
234819,2,342,2511613,2511955
234833,3,342,2511727,2512069
234855,1,339,2511844,2512183
234858,2,342,2511955,2512297
234868,3,342,2512069,2512411
234870,1,342,2512183,2512525
234862,2,342,2512297,2512639
234882,3,342,2512411,2512753
234874,1,342,2512525,2512867
234879,2,342,2512639,2512981
234886,3,342,2512753,2513095
234891,1,342,2512867,2513209
234903,2,342,2512981,2513323
234897,3,342,2513095,2513437
234909,1,342,2513209,2513551
234913,2,342,2513323,2513665
234928,3,342,2513437,2513779
234957,1,342,2513551,2513893
234964,2,342,2513665,2514007
234974,3,342,2513779,2514121
234976,1,342,2513893,2514235
234968,2,342,2514007,2514349
234988,3,342,2514121,2514463
234980,1,342,2514235,2514577
234985,2,342,2514349,2514691
234992,3,342,2514463,2514805
234997,1,342,2514577,2514919
235009,2,342,2514691,2515033
235003,3,342,2514805,2515147
235015,1,342,2514919,2515261
235019,2,342,2515033,2515375
235021,3,342,2515147,2515489
235025,1,342,2515261,2515603
235027,2,342,2515375,2515717
235037,3,342,2515489,2515831
235039,1,342,2515603,2515945
235031,2,342,2515717,2516059
235051,3,343,2515831,2516174
235043,1,342,2515945,2516287
235048,2,342,2516059,2516401
235055,3,342,2516174,2516516
235060,1,342,2516287,2516629
235072,2,342,2516401,2516743
235066,3,342,2516516,2516858
235078,1,342,2516629,2516971
235082,2,342,2516743,2517085
235084,3,342,2516858,2517200
235088,1,342,2516971,2517313
235090,2,342,2517085,2517427
235100,3,341,2517200,2517541
235102,1,342,2517313,2517655
235094,2,342,2517427,2517769
235114,3,343,2517541,2517884
235106,1,342,2517655,2517997
235111,2,342,2517769,2518111
235118,3,342,2517884,2518226
235124,1,342,2517997,2518339
235141,2,342,2518111,2518453
235135,3,342,2518226,2518568
235147,1,342,2518339,2518681
235151,2,342,2518453,2518795
235153,3,342,2518568,2518910
235167,1,342,2518681,2519023
235219,2,342,2518795,2519137
235201,3,341,2518910,2519251
235240,1,342,2519023,2519365
235290,2,342,2519137,2519479
235250,3,342,2519251,2519593
235312,1,342,2519365,2519707
235329,2,342,2519479,2519821
235347,3,342,2519593,2519935
235365,1,342,2519707,2520049
235382,2,342,2519821,2520163
235399,3,342,2519935,2520277
235416,1,342,2520049,2520391
235433,2,342,2520163,2520505
235450,3,342,2520277,2520619
235467,1,342,2520391,2520733
235491,2,342,2520505,2520847
235518,3,342,2520619,2520961
235535,1,342,2520733,2521075
235552,2,342,2520847,2521189
235569,3,342,2520961,2521303
235586,1,342,2521075,2521417
235603,2,342,2521189,2521531
235620,3,342,2521303,2521645
235637,1,342,2521417,2521759
235654,2,342,2521531,2521873
235671,3,342,2521645,2521987
235688,1,342,2521759,2522101
235705,2,342,2521873,2522215
235722,3,342,2521987,2522329
235739,1,342,2522101,2522443
235756,2,342,2522215,2522557
235773,3,342,2522329,2522671
235790,1,342,2522443,2522785
235807,2,342,2522557,2522899
235824,3,342,2522671,2523013
235841,1,342,2522785,2523127
235858,2,342,2522899,2523241
235875,3,342,2523013,2523355
235892,1,342,2523127,2523469
235909,2,342,2523241,2523583
235926,3,342,2523355,2523697
235952,1,342,2523469,2523811
235988,2,342,2523583,2523925
236005,3,342,2523697,2524039
236031,1,342,2523811,2524153
236052,2,342,2523925,2524267
236087,3,342,2524039,2524381
236116,1,342,2524153,2524495
236146,2,342,2524267,2524609
236189,3,342,2524381,2524723
236219,1,342,2524495,2524837
236251,2,342,2524609,2524951
236288,3,342,2524723,2525065
236317,1,342,2524837,2525179
236355,2,342,2524951,2525293
236389,3,342,2525065,2525407
236413,1,342,2525179,2525521
236431,2,342,2525293,2525635
236450,3,342,2525407,2525749
236468,1,342,2525521,2525863
236486,2,342,2525635,2525977
236503,3,342,2525749,2526091
236521,1,342,2525863,2526205
236538,2,342,2525977,2526319
236555,3,342,2526091,2526433
236572,1,342,2526205,2526547
236640,0,351,2526309,2526660
236589,2,456,2526319,2526775
236606,3,456,2526433,2526889
236623,1,456,2526547,2527003
236657,0,456,2526660,2527116
236647,2,456,2526775,2527231
236684,3,456,2526889,2527345
236721,1,456,2527003,2527459
236690,0,457,2527116,2527573
236747,2,456,2527231,2527687
236777,3,456,2527345,2527801
236794,1,456,2527459,2527915
236812,2,456,2527687,2528143
236829,3,456,2527801,2528257
236846,1,456,2527915,2528371
236864,2,342,2528143,2528485
236881,3,342,2528257,2528599
236898,1,342,2528371,2528713
236916,2,342,2528485,2528827
236933,3,342,2528599,2528941
236950,1,342,2528713,2529055
236967,2,342,2528827,2529169
236984,3,342,2528941,2529283
237001,1,342,2529055,2529397
237018,2,342,2529169,2529511
237035,3,342,2529283,2529625
237052,1,342,2529397,2529739
237069,2,342,2529511,2529853
237086,3,342,2529625,2529967
237103,1,342,2529739,2530081
237120,2,342,2529853,2530195
237137,3,342,2529967,2530309
237154,1,342,2530081,2530423
237171,2,342,2530195,2530537
237188,3,342,2530309,2530651
237205,1,342,2530423,2530765
237222,2,342,2530537,2530879
237240,3,342,2530651,2530993
237257,1,342,2530765,2531107
237274,2,342,2530879,2531221
237293,3,342,2530993,2531335
237310,1,342,2531107,2531449
237327,2,342,2531221,2531563
237350,3,342,2531335,2531677
237380,1,342,2531449,2531791
237397,2,342,2531563,2531905
237415,3,342,2531677,2532019
237433,1,342,2531791,2532133
237450,2,342,2531905,2532247
237467,3,342,2532019,2532361
237485,1,342,2532133,2532475
237502,2,342,2532247,2532589
237519,3,342,2532361,2532703
237536,1,342,2532475,2532817
237553,2,342,2532589,2532931
237570,3,342,2532703,2533045
237587,1,342,2532817,2533159
237604,2,342,2532931,2533273
237621,3,342,2533045,2533387
237638,1,342,2533159,2533501
237655,2,342,2533273,2533615
237672,3,342,2533387,2533729
237689,1,342,2533501,2533843
237706,2,342,2533615,2533957
237723,3,342,2533729,2534071
237740,1,342,2533843,2534185
237757,2,342,2533957,2534299
237774,3,343,2534071,2534414
237791,1,342,2534185,2534527
237813,2,342,2534299,2534641
237851,3,341,2534414,2534755
237869,1,342,2534527,2534869
237891,2,342,2534641,2534983
237917,3,342,2534755,2535097
237944,1,342,2534869,2535211
237977,2,342,2534983,2535325
238009,3,342,2535097,2535439
238048,1,342,2535211,2535553
238082,2,342,2535325,2535667
238109,3,342,2535439,2535781
238139,1,342,2535553,2535895
238083,2,343,2535667,2536010
238189,3,342,2535781,2536123
238140,1,343,2535895,2536238
238087,2,342,2536010,2536352
238191,3,342,2536123,2536465
238148,1,342,2536238,2536580
238164,2,342,2536352,2536694
238196,3,342,2536465,2536807
238210,1,342,2536580,2536922
238168,2,342,2536694,2537036
238243,3,342,2536807,2537149
238214,1,342,2536922,2537264
238172,2,341,2537036,2537377
238247,3,343,2537149,2537492
238217,1,341,2537264,2537605
238334,0,357,2537361,2537718
238234,2,457,2537377,2537834
238250,3,455,2537492,2537947
238252,1,457,2537605,2538062
238238,2,456,2537834,2538290
238264,3,456,2537947,2538403
238256,1,456,2538062,2538518
238261,2,342,2538290,2538632
238268,3,342,2538403,2538745
238273,1,342,2538518,2538860
238285,2,342,2538632,2538974
238279,3,342,2538745,2539087
238291,1,342,2538860,2539202
238295,2,341,2538974,2539315
238297,3,342,2539087,2539429
238314,1,341,2539202,2539543
238340,2,343,2539315,2539658
238367,3,342,2539429,2539771
238369,1,343,2539543,2539886
238344,2,342,2539658,2540000
238397,3,342,2539771,2540113
238375,1,342,2539886,2540228
238394,2,342,2540000,2540342
238401,3,342,2540113,2540455
238406,1,341,2540228,2540569
238419,2,342,2540342,2540684
238413,3,342,2540455,2540797
238425,1,342,2540569,2540911
238429,2,341,2540684,2541025
238431,3,342,2540797,2541139
238435,1,342,2540911,2541253
238437,2,342,2541025,2541367
238447,3,342,2541139,2541481
238449,1,342,2541253,2541595
238441,2,342,2541367,2541709
238461,3,342,2541481,2541823
238453,1,342,2541595,2541937
238458,2,342,2541709,2542051
238465,3,342,2541823,2542165
238470,1,342,2541937,2542279
