ReqID,Core,WCLatency,Arrival_Time,Finish_Time
3088160,3,342,10595527,10595869
3088100,1,342,10595641,10595983
3087984,2,342,10595755,10596097
3088197,3,342,10595869,10596211
3088104,1,342,10595983,10596325
3088077,2,342,10596097,10596439
3088223,3,342,10596211,10596553
3088107,1,456,10596325,10596781
3088110,2,456,10596439,10596895
3088261,3,456,10596553,10597009
3088129,1,342,10596781,10597123
3088138,2,342,10596895,10597237
3088297,3,342,10597009,10597351
3088133,1,342,10597123,10597465
3088146,2,342,10597237,10597579
3088344,3,342,10597351,10597693
3088191,1,342,10597465,10597807
3088194,2,342,10597579,10597921
3088396,3,342,10597693,10598035
3088241,1,342,10597807,10598149
3088244,2,342,10597921,10598263
3088425,3,342,10598035,10598377
3088292,1,342,10598149,10598491
3088295,2,342,10598263,10598605
3088450,3,342,10598377,10598719
3088319,1,342,10598491,10598833
3088371,2,342,10598605,10598947
3088501,3,342,10598719,10599061
3088323,1,342,10598833,10599175
3088527,2,342,10598947,10599289
3088547,3,342,10599061,10599403
3088362,1,342,10599175,10599517
3088567,2,342,10599289,10599631
3088584,3,342,10599403,10599745
3088442,1,342,10599517,10599859
3088617,2,342,10599631,10599973
3088648,3,342,10599745,10600087
3088468,1,342,10599859,10600201
3088668,2,342,10599973,10600315
3088688,3,342,10600087,10600429
3088518,1,342,10600201,10600543
3088708,2,342,10600315,10600657
3088726,3,342,10600429,10600771
3088522,1,342,10600543,10600885
3088765,2,342,10600657,10600999
3088796,3,342,10600771,10601113
3088564,1,342,10600885,10601227
3088816,2,342,10600999,10601341
3088837,3,342,10601113,10601455
3088665,1,342,10601227,10601569
3088857,2,342,10601341,10601683
3088874,3,342,10601455,10601797
3088706,1,342,10601569,10601911
3088907,2,342,10601683,10602025
3088938,3,342,10601797,10602139
3088743,1,342,10601911,10602253
3088958,2,342,10602025,10602367
3088978,3,342,10602139,10602481
3088747,1,342,10602253,10602595
3089004,2,342,10602367,10602709
3089021,3,342,10602481,10602823
3088813,1,342,10602595,10602937
3089055,2,342,10602709,10603051
3089085,3,342,10602823,10603165
3088891,1,342,10602937,10603279
3089106,2,342,10603051,10603393
3089126,3,342,10603165,10603507
3088956,1,342,10603279,10603621
3089146,2,342,10603393,10603735
3089163,3,342,10603507,10603849
3088995,1,342,10603621,10603963
3089196,2,342,10603735,10604077
3089227,3,342,10603849,10604191
3088999,1,342,10603963,10604305
3089253,2,342,10604077,10604419
3089273,3,342,10604191,10604533
3089039,1,342,10604305,10604647
3089293,2,342,10604419,10604761
3089310,3,342,10604533,10604875
3089143,1,342,10604647,10604989
3089344,2,342,10604761,10605103
3089374,3,342,10604875,10605217
3089181,1,342,10604989,10605331
3089394,2,342,10605103,10605445
3089414,3,342,10605217,10605559
3089244,1,342,10605331,10605673
3089434,2,342,10605445,10605787
3089451,3,342,10605559,10605901
3089248,1,342,10605673,10606015
3089494,2,342,10605787,10606129
3089521,3,342,10605901,10606243
3089290,1,342,10606015,10606357
3089541,2,342,10606129,10606471
3089562,3,342,10606243,10606585
3089391,1,342,10606357,10606699
3089582,2,342,10606471,10606813
3089600,3,342,10606585,10606927
3089432,1,342,10606699,10607041
3089637,2,342,10606813,10607155
3089664,3,342,10606927,10607269
3089472,1,342,10607041,10607383
3089686,2,342,10607155,10607497
3089704,3,342,10607269,10607611
3089477,1,342,10607383,10607725
3089730,2,342,10607497,10607839
3089747,3,342,10607611,10607953
3089538,1,342,10607725,10608067
3089788,2,342,10607839,10608181
3089811,3,342,10607953,10608295
3089621,1,342,10608067,10608409
3089827,2,342,10608181,10608523
3089812,3,342,10608295,10608637
3089682,1,342,10608409,10608751
3089856,2,342,10608523,10608865
3089816,3,342,10608637,10608979
3089721,1,342,10608751,10609093
3089906,2,342,10608865,10609207
3089844,3,342,10608979,10609321
3089725,1,342,10609093,10609435
3089943,2,342,10609207,10609549
3089848,3,342,10609321,10609663
3089769,1,342,10609435,10609777
3089966,2,342,10609549,10609891
3089851,3,342,10609663,10610005
3089853,1,342,10609777,10610119
3090014,2,342,10609891,10610233
3089873,3,342,10610005,10610347
3089889,1,342,10610119,10610461
3090042,2,342,10610233,10610575
3089877,3,342,10610347,10610689
3089931,1,342,10610461,10610803
3090071,2,342,10610575,10610917
3089928,3,342,10610689,10611031
3089935,1,342,10610803,10611145
3090126,2,342,10610917,10611259
3089983,3,342,10611031,10611373
3089963,1,342,10611145,10611487
3090152,2,342,10611259,10611601
3090034,3,342,10611373,10611715
3090036,1,342,10611487,10611829
3090177,2,342,10611601,10611943
3090059,3,342,10611715,10612057
3090069,1,342,10611829,10612171
3090227,2,342,10611943,10612285
3090063,3,342,10612057,10612399
3090101,1,342,10612171,10612513
3090259,2,342,10612285,10612627
3090088,3,342,10612399,10612741
3090105,1,342,10612513,10612855
3090288,2,342,10612627,10612969
3090171,3,342,10612741,10613083
3090146,1,342,10612855,10613197
3090338,2,342,10612969,10613311
3090195,3,342,10613083,10613425
3090207,1,342,10613197,10613539
3090364,2,342,10613311,10613653
3090244,3,342,10613425,10613767
3090254,1,342,10613539,10613881
3090387,2,342,10613653,10613995
3090248,3,342,10613767,10614109
3090279,1,342,10613881,10614223
3090443,2,342,10613995,10614337
3090276,3,342,10614109,10614451
3090283,1,342,10614223,10614565
3090475,2,342,10614337,10614679
3090355,3,342,10614451,10614793
3090318,1,342,10614565,10614907
3090498,2,342,10614679,10615021
3090382,3,342,10614793,10615135
3090384,1,342,10614907,10615249
3090551,2,342,10615021,10615363
3090404,3,342,10615135,10615477
3090427,1,342,10615249,10615591
3090581,2,342,10615363,10615705
3090408,3,342,10615477,10615819
3090463,1,342,10615591,10615933
3090613,2,342,10615705,10616047
3090460,3,342,10615819,10616161
3090467,1,342,10615933,10616275
3090623,2,342,10616047,10616389
3090519,3,342,10616161,10616503
3090495,1,342,10616275,10616617
3090668,2,342,10616389,10616731
3090573,3,342,10616503,10616845
3090575,1,342,10616617,10616959
3090671,2,342,10616731,10617073
3090601,3,342,10616845,10617187
3090611,1,342,10616959,10617301
3090672,2,342,10617073,10617415
3090605,3,342,10617187,10617529
3090645,1,342,10617301,10617643
3090686,2,342,10617415,10617757
3090629,3,342,10617529,10617871
3090649,1,342,10617643,10617985
3090690,2,342,10617757,10618099
3090695,3,342,10617871,10618213
3090680,1,342,10617985,10618327
3090701,2,342,10618099,10618441
3090705,3,342,10618213,10618555
3090720,1,342,10618327,10618669
3090737,2,342,10618441,10618783
3090739,3,342,10618555,10618897
3090749,1,342,10618669,10619011
3090754,2,342,10618783,10619125
3090743,3,342,10618897,10619239
3090766,1,342,10619011,10619353
3090758,2,342,10619125,10619467
3090763,3,342,10619239,10619581
3090770,1,342,10619353,10619695
3090775,2,342,10619467,10619809
3090814,3,342,10619581,10619923
3090794,1,342,10619695,10620037
3090823,2,342,10619809,10620151
3090827,3,342,10619923,10620265
3090829,1,342,10620037,10620379
3090833,2,342,10620151,10620493
3090839,3,342,10620265,10620607
3090858,1,342,10620379,10620721
3090873,2,342,10620493,10620835
3090844,3,342,10620607,10620949
3090885,1,342,10620721,10621063
3090877,2,342,10620835,10621177
3090882,3,342,10620949,10621291
3090889,1,342,10621063,10621405
3090897,2,342,10621177,10621519
3090913,3,342,10621291,10621633
3090903,1,342,10621405,10621747
3090942,2,342,10621519,10621861
3090946,3,342,10621633,10621975
3090948,1,342,10621747,10622089
3090955,2,342,10621861,10622203
3090957,3,342,10621975,10622317
3090967,1,342,10622089,10622431
3090969,2,342,10622203,10622545
3090961,3,342,10622317,10622659
3091030,1,342,10622431,10622773
3090973,2,342,10622545,10622887
3090983,3,342,10622659,10623001
3091119,1,342,10622773,10623115
3091024,2,342,10622887,10623229
3091041,3,342,10623001,10623343
3091167,1,342,10623115,10623457
3091049,2,342,10623229,10623571
3091059,3,342,10623343,10623685
3091194,1,342,10623457,10623799
3091088,2,342,10623571,10623913
3091090,3,342,10623685,10624027
3091217,1,342,10623799,10624141
3091107,2,342,10623913,10624255
3091094,3,342,10624027,10624369
3091272,1,342,10624141,10624483
3091111,2,342,10624255,10624597
3091116,3,342,10624369,10624711
3091305,1,342,10624483,10624825
3091136,2,342,10624597,10624939
3091188,3,342,10624711,10625053
3091328,1,342,10624825,10625167
3091211,2,342,10624939,10625281
3091215,3,342,10625053,10625395
3091377,1,342,10625167,10625509
3091235,2,342,10625281,10625623
3091247,3,343,10625395,10625738
3091403,1,342,10625509,10625851
3091290,2,342,10625623,10625965
3091251,3,342,10625738,10626080
3091433,1,342,10625851,10626193
3091294,2,342,10625965,10626307
3091299,3,342,10626080,10626422
3091491,1,342,10626193,10626535
3091322,2,342,10626307,10626649
3091356,3,342,10626422,10626764
3091518,1,342,10626535,10626877
3091394,2,342,10626649,10626991
3091398,3,341,10626764,10627105
3091541,1,342,10626877,10627219
3091422,2,342,10626991,10627333
3091424,3,343,10627105,10627448
3091590,1,342,10627219,10627561
3091451,2,342,10627333,10627675
3091428,3,342,10627448,10627790
3091622,1,342,10627561,10627903
3091455,2,342,10627675,10628017
3091471,3,342,10627790,10628132
3091651,1,342,10627903,10628245
3091508,2,342,10628017,10628359
3091538,3,342,10628132,10628474
3091701,1,342,10628245,10628587
3091558,2,342,10628359,10628701
3091575,3,341,10628474,10628815
3091727,1,342,10628587,10628929
3091608,2,342,10628701,10629043
3091610,3,343,10628815,10629158
3091750,1,342,10628929,10629271
3091639,2,342,10629043,10629385
3091614,3,342,10629158,10629500
3091806,1,342,10629271,10629613
3091643,2,342,10629385,10629727
3091648,3,342,10629500,10629842
3091838,1,342,10629613,10629955
3091668,2,342,10629727,10630069
3091721,3,342,10629842,10630184
3091861,1,342,10629955,10630297
3091744,2,342,10630069,10630411
3091748,3,341,10630184,10630525
3091911,1,342,10630297,10630639
3091768,2,342,10630411,10630753
3091783,3,343,10630525,10630868
3091938,1,342,10630639,10630981
3091823,2,342,10630753,10631095
3091787,3,342,10630868,10631210
3091968,1,342,10630981,10631323
3091827,2,342,10631095,10631437
3091832,3,342,10631210,10631552
3092023,1,342,10631323,10631665
3091855,2,342,10631437,10631779
3091894,3,342,10631552,10631894
3092049,1,342,10631665,10632007
3091929,2,342,10631779,10632121
3091933,3,341,10631894,10632235
3092072,1,342,10632007,10632349
3091957,2,342,10632121,10632463
3091959,3,342,10632235,10632577
3092122,1,342,10632349,10632691
3091989,2,342,10632463,10632805
3091963,3,342,10632577,10632919
3092154,1,342,10632691,10633033
3091993,2,342,10632805,10633147
3092007,3,342,10632919,10633261
3092183,1,342,10633033,10633375
3092040,2,342,10633147,10633489
3092069,3,342,10633261,10633603
3092232,1,342,10633375,10633717
3092091,2,342,10633489,10633831
3092106,3,342,10633603,10633945
3092258,1,342,10633717,10634059
3092140,2,342,10633831,10634173
3092142,3,342,10633945,10634287
3092281,1,342,10634059,10634401
3092171,2,342,10634173,10634515
3092146,3,342,10634287,10634629
3092345,1,342,10634401,10634743
3092175,2,342,10634515,10634857
3092180,3,342,10634629,10634971
3092379,1,342,10634743,10635085
3092204,2,342,10634857,10635199
3092252,3,342,10634971,10635313
3092404,1,342,10635085,10635427
3092275,2,342,10635199,10635541
3092279,3,342,10635313,10635655
3092455,1,342,10635427,10635769
3092304,2,342,10635541,10635883
3092371,3,342,10635655,10635997
3092483,1,342,10635769,10636111
3092362,2,342,10635883,10636225
3092504,3,342,10635997,10636339
3092521,1,342,10636111,10636453
3092366,2,342,10636225,10636567
3092580,3,342,10636339,10636681
3092599,1,342,10636453,10636795
3092396,2,342,10636567,10636909
3092625,3,342,10636681,10637023
3092642,1,342,10636795,10637137
3092472,2,342,10636909,10637251
3092664,3,342,10637023,10637365
3092681,1,342,10637137,10637479
3092502,2,342,10637251,10637593
3092729,3,342,10637365,10637707
3092747,1,342,10637479,10637821
3092617,2,342,10637593,10637935
3092772,3,342,10637707,10638049
3092789,1,342,10637821,10638163
3092806,2,342,10637935,10638277
3092823,3,342,10638049,10638391
3092840,1,342,10638163,10638505
3092868,2,342,10638277,10638619
3092901,3,342,10638391,10638733
3092918,1,342,10638505,10638847
3092928,2,342,10638619,10638961
3092948,3,342,10638733,10639075
3092919,1,342,10638847,10639189
3092974,2,342,10638961,10639303
3092991,3,342,10639075,10639417
3092923,1,342,10639189,10639531
3093030,2,342,10639303,10639645
3093061,3,342,10639417,10639759
3092965,1,342,10639531,10639873
3093081,2,342,10639645,10639987
3093101,3,342,10639759,10640101
3092969,1,342,10639873,10640215
3093121,2,342,10639987,10640329
3093140,3,342,10640101,10640443
3092972,1,342,10640215,10640557
3093175,2,342,10640329,10640671
3093207,3,342,10640443,10640785
3093008,1,342,10640557,10640899
3093227,2,342,10640671,10641013
3093247,3,342,10640785,10641127
3093012,1,342,10640899,10641241
3093273,2,342,10641013,10641355
3093290,3,342,10641127,10641469
3093078,1,342,10641241,10641583
3093323,2,342,10641355,10641697
3093353,3,342,10641469,10641811
3093159,1,342,10641583,10641925
3093373,2,342,10641697,10642039
3093393,3,342,10641811,10642153
3093225,1,342,10641925,10642267
3093413,2,342,10642039,10642381
3093430,3,342,10642153,10642495
3093264,1,342,10642267,10642609
3093463,2,342,10642381,10642723
3093494,3,342,10642495,10642837
3093268,1,342,10642609,10642951
3093520,2,342,10642723,10643065
3093540,3,342,10642837,10643179
3093307,1,342,10642951,10643293
3093560,2,342,10643065,10643407
3093577,3,342,10643179,10643521
3093410,1,342,10643293,10643635
3093610,2,342,10643407,10643749
3093640,3,342,10643521,10643863
3093448,1,342,10643635,10643977
3093660,2,342,10643749,10644091
3093680,3,342,10643863,10644205
3093511,1,342,10643977,10644319
3093700,2,342,10644091,10644433
3093717,3,342,10644205,10644547
3093515,1,342,10644319,10644661
3093757,2,342,10644433,10644775
3093787,3,342,10644547,10644889
3093557,1,342,10644661,10645003
3093807,2,342,10644775,10645117
3093827,3,342,10644889,10645231
3093657,1,342,10645003,10645345
3093847,2,342,10645117,10645459
3093864,3,342,10645231,10645573
3093698,1,342,10645345,10645687
3093901,2,342,10645459,10645801
3093928,3,342,10645573,10645915
3093738,1,342,10645687,10646029
3093949,2,342,10645801,10646143
3093969,3,342,10645915,10646257
3093742,1,342,10646029,10646371
3093996,2,342,10646143,10646485
3094013,3,342,10646257,10646599
3093804,1,342,10646371,10646713
3094051,2,342,10646485,10646827
3094078,3,342,10646599,10646941
3093883,1,342,10646713,10647055
3094098,2,342,10646827,10647169
3094118,3,342,10646941,10647283
3093947,1,342,10647055,10647397
3094138,2,342,10647169,10647511
3094155,3,342,10647283,10647625
3093987,1,342,10647397,10647739
3094196,2,342,10647511,10647853
3094218,3,342,10647625,10647967
3093991,1,342,10647739,10648081
3094247,2,342,10647853,10648195
3094264,3,342,10647967,10648309
3094035,1,342,10648081,10648423
3094284,2,342,10648195,10648537
3094301,3,342,10648309,10648651
3094135,1,342,10648423,10648765
3094342,2,342,10648537,10648879
3094365,3,342,10648651,10648993
3094178,1,342,10648765,10649107
3094388,2,342,10648879,10649221
3094405,3,342,10648993,10649335
3094235,1,342,10649107,10649449
3094425,2,342,10649221,10649563
3094442,3,342,10649335,10649677
3094239,1,342,10649449,10649791
3094493,2,342,10649563,10649905
3094511,3,342,10649677,10650019
3094281,1,342,10649791,10650133
3094534,2,342,10649905,10650247
3094551,3,342,10650019,10650361
3094382,1,342,10650133,10650475
3094571,2,342,10650247,10650589
3094588,3,342,10650361,10650703
3094423,1,342,10650475,10650817
3094634,2,342,10650589,10650931
3094652,3,342,10650703,10651045
3094465,1,342,10650817,10651159
3094675,2,342,10650931,10651273
3094693,3,342,10651045,10651387
3094472,1,342,10651159,10651501
3094719,2,342,10651273,10651615
3094738,3,342,10651387,10651729
3094528,1,342,10651501,10651843
3094784,2,342,10651615,10651957
3094801,3,342,10651729,10652071
3094611,1,342,10651843,10652185
3094817,2,342,10651957,10652299
3094802,3,342,10652071,10652413
3094670,1,342,10652185,10652527
3094846,2,342,10652299,10652641
3094806,3,342,10652413,10652755
3094710,1,342,10652527,10652869
3094902,2,342,10652641,10652983
3094834,3,342,10652755,10653097
3094714,1,342,10652869,10653211
3094934,2,342,10652983,10653325
3094838,3,342,10653097,10653439
3094763,1,342,10653211,10653553
3094957,2,342,10653325,10653667
3094841,3,342,10653439,10653781
3094843,1,342,10653553,10653895
3095007,2,342,10653667,10654009
3094863,3,342,10653781,10654123
3094883,1,342,10653895,10654237
3095037,2,342,10654009,10654351
3094867,3,342,10654123,10654465
3094922,1,342,10654237,10654579
3095070,2,342,10654351,10654693
3094919,3,342,10654465,10654807
3094926,1,342,10654579,10654921
3095130,2,342,10654693,10655035
3094974,3,342,10654807,10655149
3094954,1,342,10654921,10655263
3095140,2,342,10655035,10655377
3095029,3,342,10655149,10655491
3095031,1,342,10655263,10655605
3095155,2,342,10655377,10655719
3095058,3,342,10655491,10655833
3095068,1,342,10655605,10655947
3095158,2,342,10655719,10656061
3095062,3,342,10655833,10656175
3095107,1,342,10655947,10656289
3095159,2,342,10656061,10656403
3095091,3,342,10656175,10656517
3095111,1,342,10656289,10656631
3095170,2,342,10656403,10656745
3095164,3,342,10656517,10656859
3095149,1,342,10656631,10656973
3095174,2,342,10656745,10657087
3095180,3,342,10656859,10657201
3095195,1,342,10656973,10657315
3095211,2,342,10657087,10657429
3095214,3,342,10657201,10657543
3095224,1,342,10657315,10657657
3095230,2,342,10657429,10657771
3095218,3,342,10657543,10657885
3095235,1,342,10657657,10657999
3095244,2,342,10657771,10658113
3095232,3,342,10657885,10658227
3095239,1,342,10657999,10658341
3095248,2,342,10658113,10658455
3095289,3,342,10658227,10658569
3095269,1,342,10658341,10658683
3095286,2,342,10658455,10658797
3095302,3,342,10658569,10658911
3095304,1,342,10658683,10659025
3095307,2,342,10658797,10659139
3095314,3,342,10658911,10659253
3095333,1,342,10659025,10659367
3095349,2,342,10659139,10659481
3095318,3,342,10659253,10659595
3095354,1,342,10659367,10659709
3095366,2,342,10659481,10659823
3095351,3,342,10659595,10659937
3095358,1,342,10659709,10660051
3095370,2,342,10659823,10660165
3095386,3,342,10659937,10660279
3095378,1,342,10660051,10660393
3095381,2,342,10660165,10660507
3095421,3,342,10660279,10660621
3095423,1,342,10660393,10660735
3095429,2,342,10660507,10660849
3095432,3,342,10660621,10660963
3095442,1,342,10660735,10661077
3095445,2,342,10660849,10661191
3095436,3,342,10660963,10661305
3095467,1,342,10661077,10661419
3095485,2,342,10661191,10661533
3095451,3,342,10661305,10661647
3095475,1,342,10661419,10661761
3095489,2,342,10661533,10661875
3095506,3,342,10661647,10661989
3095497,1,342,10661761,10662103
3095503,2,342,10661875,10662217
3095521,3,342,10661989,10662331
3095535,1,342,10662103,10662445
3095548,2,342,10662217,10662559
3095551,3,342,10662331,10662673
3095561,1,342,10662445,10662787
3095567,2,342,10662559,10662901
3095555,3,342,10662673,10663015
3095572,1,342,10662787,10663129
3095581,2,342,10662901,10663243
3095569,3,342,10663015,10663357
3095576,1,342,10663129,10663471
3095585,2,342,10663243,10663585
3095626,3,342,10663357,10663699
3095614,1,342,10663471,10663813
3095623,2,342,10663585,10663927
3095639,3,342,10663699,10664041
3095641,1,342,10663813,10664155
3095644,2,342,10663927,10664269
3095653,3,342,10664041,10664383
3095678,1,342,10664155,10664497
3095687,2,342,10664269,10664611
3095660,3,342,10664383,10664725
3095695,1,342,10664497,10664839
3095704,2,342,10664611,10664953
3095689,3,342,10664725,10665067
3095699,1,342,10664839,10665181
3095708,2,342,10664953,10665295
3095728,3,342,10665067,10665409
3095716,1,342,10665181,10665523
3095719,2,342,10665295,10665637
3095758,3,342,10665409,10665751
3095763,1,342,10665523,10665865
3095766,2,342,10665637,10665979
3095769,3,342,10665751,10666093
3095779,1,342,10665865,10666207
3095782,2,342,10665979,10666321
3095773,3,342,10666093,10666435
3095845,1,342,10666207,10666549
3095830,2,342,10666321,10666663
3095792,3,342,10666435,10666777
3095924,1,342,10666549,10666891
3095834,2,342,10666663,10667005
3095853,3,342,10666777,10667119
3095980,1,342,10666891,10667233
3095850,2,342,10667005,10667347
3095875,3,342,10667119,10667461
3096006,1,342,10667233,10667575
3095898,2,342,10667347,10667689
3095901,3,342,10667461,10667803
3096029,1,342,10667575,10667917
3095919,2,342,10667689,10668031
3095905,3,342,10667803,10668145
3096084,1,342,10667917,10668259
3095941,2,342,10668031,10668373
3095921,3,342,10668145,10668487
3096110,1,342,10668259,10668601
3095945,2,342,10668373,10668715
3096000,3,342,10668487,10668829
3096139,1,342,10668601,10668943
3095997,2,342,10668715,10669057
3096027,3,342,10668829,10669171
3096189,1,342,10668943,10669285
3096046,2,342,10669057,10669399
3096062,3,343,10669171,10669514
3096216,1,342,10669285,10669627
3096102,2,342,10669399,10669741
3096066,3,342,10669514,10669856
3096246,1,342,10669627,10669969
3096127,2,342,10669741,10670083
3096104,3,342,10669856,10670198
3096297,1,342,10669969,10670311
3096131,2,342,10670083,10670425
3096172,3,342,10670198,10670540
3096330,1,342,10670311,10670653
3096156,2,342,10670425,10670767
3096211,3,341,10670540,10670881
3096353,1,342,10670653,10670995
3096234,2,342,10670767,10671109
3096237,3,343,10670881,10671224
3096403,1,342,10670995,10671337
3096264,2,342,10671109,10671451
3096241,3,342,10671224,10671566
3096435,1,342,10671337,10671679
3096315,2,342,10671451,10671793
3096280,3,342,10671566,10671908
3096458,1,342,10671679,10672021
3096319,2,342,10671793,10672135
3096350,3,342,10671908,10672250
3096513,1,342,10672021,10672363
3096347,2,342,10672135,10672477
3096387,3,341,10672250,10672591
3096539,1,342,10672363,10672705
3096420,2,342,10672477,10672819
3096423,3,343,10672591,10672934
3096562,1,342,10672705,10673047
3096453,2,342,10672819,10673161
3096427,3,342,10672934,10673276
3096618,1,342,10673047,10673389
3096479,2,342,10673161,10673503
3096455,3,342,10673276,10673618
3096644,1,342,10673389,10673731
3096484,2,342,10673503,10673845
3096533,3,342,10673618,10673960
3096673,1,342,10673731,10674073
3096530,2,342,10673845,10674187
3096560,3,341,10673960,10674301
3096722,1,342,10674073,10674415
3096583,2,342,10674187,10674529
3096599,3,343,10674301,10674644
3096748,1,342,10674415,10674757
3096636,2,342,10674529,10674871
3096607,3,342,10674644,10674986
3096778,1,342,10674757,10675099
3096661,2,342,10674871,10675213
3096638,3,342,10674986,10675328
3096828,1,342,10675099,10675441
3096665,2,342,10675213,10675555
3096710,3,342,10675328,10675670
3096867,1,342,10675441,10675783
3096695,2,342,10675555,10675897
3096743,3,341,10675670,10676011
3096894,1,342,10675783,10676125
3096766,2,342,10675897,10676239
3096769,3,342,10676011,10676353
3096945,1,342,10676125,10676467
3096802,2,342,10676239,10676581
3096773,3,342,10676353,10676695
3096979,1,342,10676467,10676809
3096886,2,342,10676581,10676923
3096819,3,342,10676695,10677037
3097004,1,342,10676809,10677151
3097031,2,342,10676923,10677265
3096891,3,342,10677037,10677379
3097068,1,342,10677151,10677493
3097085,2,342,10677265,10677607
3096938,3,342,10677379,10677721
3097108,1,342,10677493,10677835
3097125,2,342,10677607,10677949
3096970,3,342,10677721,10678063
3097145,1,342,10677835,10678177
3097173,2,342,10677949,10678291
3096974,3,342,10678063,10678405
3097223,1,342,10678177,10678519
3097240,2,342,10678291,10678633
3097001,3,342,10678405,10678747
3097265,1,342,10678519,10678861
3097282,2,342,10678633,10678975
3097105,3,342,10678747,10679089
3097305,1,342,10678861,10679203
3097335,2,342,10678975,10679317
3097143,3,342,10679089,10679431
3097372,1,342,10679203,10679545
3097389,2,342,10679317,10679659
3097260,3,342,10679431,10679773
3097416,1,342,10679545,10679887
3097433,2,342,10679659,10680001
3097450,3,342,10679773,10680115
3097467,1,342,10679887,10680229
3097497,2,342,10680001,10680343
3097527,3,342,10680115,10680457
3097544,1,342,10680229,10680571
3097561,2,342,10680343,10680685
3097581,3,342,10680457,10680799
3097598,1,342,10680571,10680913
3097615,2,342,10680685,10681027
3097632,3,342,10680799,10681141
3097649,1,342,10680913,10681255
3097679,2,342,10681027,10681369
3097710,3,342,10681141,10681483
3097727,1,342,10681255,10681597
3097744,2,342,10681369,10681711
3097764,3,342,10681483,10681825
3097781,1,342,10681597,10681939
3097798,2,342,10681711,10682053
3097815,3,342,10681825,10682167
3097832,1,342,10681939,10682281
3097862,2,342,10682053,10682395
3097892,3,342,10682167,10682509
3097909,1,342,10682281,10682623
3097919,2,342,10682395,10682737
3097939,3,342,10682509,10682851
3097910,1,342,10682623,10682965
3097965,2,342,10682737,10683079
3097982,3,342,10682851,10683193
3097914,1,342,10682965,10683307
3098021,2,342,10683079,10683421
3098052,3,342,10683193,10683535
3097956,1,342,10683307,10683649
3098072,2,342,10683421,10683763
3098092,3,342,10683535,10683877
3097960,1,342,10683649,10683991
3098112,2,343,10683763,10684106
3098129,3,342,10683877,10684219
3097963,1,342,10683991,10684333
3098163,2,342,10684106,10684448
3098192,3,342,10684219,10684561
3097999,1,342,10684333,10684675
3098215,2,342,10684448,10684790
3098235,3,342,10684561,10684903
3098007,1,342,10684675,10685017
3098262,2,342,10684790,10685132
3098281,3,342,10684903,10685245
3098069,1,342,10685017,10685359
3098319,2,342,10685132,10685474
3098347,3,342,10685245,10685587
3098146,1,342,10685359,10685701
3098368,2,342,10685474,10685816
3098388,3,342,10685587,10685929
3098212,1,342,10685701,10686043
3098409,2,342,10685816,10686158
3098426,3,342,10685929,10686271
3098252,1,342,10686043,10686385
3098465,2,342,10686158,10686500
3098491,3,342,10686271,10686613
3098256,1,342,10686385,10686727
3098520,2,342,10686500,10686842
3098538,3,342,10686613,10686955
3098302,1,342,10686727,10687069
3098559,2,342,10686842,10687184
3098576,3,342,10686955,10687297
3098405,1,342,10687069,10687411
3098618,2,342,10687184,10687526
3098641,3,342,10687297,10687639
3098448,1,342,10687411,10687753
3098665,2,342,10687526,10687868
3098682,3,342,10687639,10687981
3098508,1,342,10687753,10688095
3098703,2,342,10687868,10688210
3098720,3,342,10687981,10688323
3098512,1,342,10688095,10688437
3098768,2,342,10688210,10688552
3098790,3,342,10688323,10688665
3098555,1,342,10688437,10688779
3098814,2,342,10688552,10688894
3098831,3,342,10688665,10689007
3098658,1,342,10688779,10689121
3098852,2,342,10688894,10689236
3098869,3,342,10689007,10689349
3098700,1,342,10689121,10689463
3098915,2,342,10689236,10689578
3098934,3,342,10689349,10689691
3098743,1,342,10689463,10689805
3098958,2,342,10689578,10689920
3098975,3,342,10689691,10690033
3098747,1,342,10689805,10690147
3099002,2,342,10689920,10690262
3099020,3,342,10690033,10690375
3098807,1,342,10690147,10690489
3099067,2,342,10690262,10690604
3099085,3,342,10690375,10690717
3098892,1,342,10690489,10690831
3099109,2,342,10690604,10690946
3099126,3,342,10690717,10691059
3098952,1,342,10690831,10691173
3099148,2,342,10690946,10691288
3099165,3,342,10691059,10691401
3098992,1,342,10691173,10691515
3099213,2,342,10691288,10691630
3099230,3,342,10691401,10691743
3098996,1,342,10691515,10691857
3099260,2,342,10691630,10691972
3099277,3,342,10691743,10692085
3099043,1,342,10691857,10692199
3099298,2,342,10691972,10692314
3099315,3,342,10692085,10692427
3099144,1,342,10692199,10692541
3099362,2,342,10692314,10692656
3099379,3,342,10692427,10692769
3099193,1,342,10692541,10692883
3099403,2,342,10692656,10692998
3099424,3,342,10692769,10693111
3099247,1,342,10692883,10693225
3099445,2,342,10692998,10693340
3099466,3,342,10693111,10693453
3099251,1,342,10693225,10693567
3099519,2,342,10693340,10693682
3099540,3,342,10693453,10693795
3099294,1,342,10693567,10693909
3099563,2,342,10693682,10694024
3099579,3,342,10693795,10694137
3099396,1,342,10693909,10694251
3099573,2,341,10694024,10694365
3099608,3,342,10694137,10694479
3099442,1,342,10694251,10694593
3099599,2,342,10694365,10694707
3099664,3,342,10694479,10694821
3099496,1,342,10694593,10694935
3099602,2,343,10694707,10695050
3099690,3,342,10694821,10695163
3099500,1,342,10694935,10695277
3099603,2,341,10695050,10695391
